bilayers,$\epsilon_{r}$,"$\overline{MV}_{int, NN}$",$\overline{M}_{int}$,$\overline{IE}_{int}$,PF,"$\overline{\alpha}_{int, NN}$",$\overline{BL}_{max}$,"$\overline{N}_{p, v}$",$\overline{BL}_{min}$,"$\overline{Gr}_{int, NN}$",a,$\overline{\kappa}_{int}$,"$\overline{C}_{int}^{p, g}$",$\rho$,"$\overline{P}_{int, NN}$",Y_Corr
BMDS_InSb-InSb_746,9.304412,0.000005786,3118.7531744502,3256.199744128,1.7580765994,51.4518382323,1,2,1,4.6774398393,4.6774398393,2.4767043949,1.0290367646,24.3457761106,0,0.035
BMDS_TiS2-TiS2_713,3.206868,2.11117141683222E-05,1428.6365768269,3677.1684061082,1.4426191801,296.4983728815,1.1861364656,2.6666666667,0.6277270696,44.1436783446,3.6786398621,0.0098955412,2.6044770223,13.5012475228,3.6786398621,0.001
BMDS_BrTiI-ITiBr_338,7.510941,5.46406601875407E-05,1402.8231612391,3656.7322626172,2.5915313144,243.3228231075,1.1389210389,3.3333333333,0.7267063456,47.1415305573,3.6262715813,0.0162819594,0.7760221184,37.3298075354,3.6262715813,0.127
BMDS_SnSe2-SnSe2_446,4.498909,0.000000565,1911.7118863345,3641.5402531189,1.9950631539,93.2636770459,1.1641654766,3.3333333333,0.6716690468,7.7397242362,3.8698621181,0.0789451872,1.2422257399,35.9229818357,3.8698621181,0.175
BMDS_BrZrCl-ClZrBr_337,5.148088,0.0384560299,598.9889557624,4367.4532718526,2.5043776476,339.9855727929,1.1332902229,3.3333333333,0.7370161894,45.3779511941,3.4906116303,0.0003106644,1.6720029709,32.8424559278,6.9812232606,0.168
BMDS_PtSe2-PtSe2_432,6.745941,2.67482057159068E-05,1851.9430446613,3527.6890790005,1.9779775288,71.6034658968,1.1795667779,2.6666666667,0.6408664448,22.4932353603,3.74887256,0.0764770002,1.2033880918,50.3073007079,7.4977451201,0.383
BMDS_IBiTe-IBiTe_231,4.994725,1.12692525266828E-05,2386.1351852824,4038.2205094184,2.5343918213,53.9805798511,1.135027382,4,0.7407214002,6.4518621336,4.3012414224,0.0601958737,0.8946582159,48.5873265333,4.3012414224,0.004
BMDS_ISbTe-TeSbI_109,5.719455,0.000009797,3121.638154157,3755.0716068535,2.0887262179,21.5982492054,1.1610406214,4,0.6887998627,4.3196498411,4.3196498411,0.1015117713,0.8725692679,36.4963147046,0,0.052
BMDS_Ni2Te2-Ni2Te2_609,9.411428,5.78793986966481E-05,3018.047930018,3630.461165091,2.9409761273,45.9393452387,1.2947337665,2,0.7052662951,25.0578246757,4.1763041126,0.0981431466,0.8436134307,41.7331219479,4.1763041126,0.236
BMDS_AsTaSb-SbTaAs_161,17.746133,2.49347895431595E-05,3095.1193645539,2856.1481223726,2.9692086776,106.163779129,1.129868423,2,0.7500699865,34.2463803642,3.4246380364,0.8321870428,0.7089000735,58.3470637355,3.4246380364,1.616
BMDS_TaS2-TaS2_453,6.910442,0.000018452,1312.4571746681,3378.1341842575,2.1751812854,184.5199344342,1.1537402258,2.6666666667,0.6925195485,37.1743457651,3.3794859786,0.0090908173,2.3926760729,41.8588167393,10.1384579359,0.00012189
BMDS_CoTe2-CoTe2_488,16.60842,0.00005015,2620.6788061825,3152.4590903253,3.010684395,61.6493782762,1.1544577953,2.6666666667,0.6910844094,25.3850381137,3.6264340162,0.0852211994,0.7325396713,47.1694923712,3.6264340162,0.659
BMDS_FeS2-FeS2_683,37.174243,3.21271988583412E-05,1345.9459491505,3464.3309577991,1.6556203948,147.6395546241,1.1984980922,2.6666666667,0.6030038156,27.7257379576,3.4657172447,0.0093227794,2.4537278092,16.5984423369,3.4657172447,0.162
BMDS_MgI2-MgI2_407,2.253292,0.000049186,1625.5978144438,4237.4378598555,2.4276570798,160.9419575887,1.1650402341,3.3333333333,0.6699195319,63.0320982723,4.2021398848,0.0188676081,0.8992579354,30.1988104911,8.4042797696,0.104
BMDS_TeTaS-STaTe_120,16.474467,1.93401949499249E-05,1375.6333536177,3540.7433831401,2.4746682213,193.4019494993,1.1566992691,2.6666666667,0.6999482632,38.9637627196,3.5421602472,0.0095284111,2.507849455,49.1927268174,10.6264807417,0.276
BMDS_Co2Te2-Co2Te2_622,12.47571,5.17688445236026E-05,2705.2768228669,3254.2234828525,3.1702767117,63.6394791309,1.2948015422,2,0.7051984578,26.2044914068,3.7434987724,0.0879722212,0.756186752,45.0448562843,3.7434987724,0.436
BMDS_TeTiSe-TeTiSe_239,14.084605,2.82529035920616E-05,2204.6034943765,3280.2867735191,2.6157160517,241.1789038035,1.1462264074,2.6666666667,0.7182981172,43.4883072223,3.6240256019,0.079547362,0.9476826949,37.6414173636,1.8120128009,0.133
BMDS_SeNbTe-TeNbSe_134,21.187878,3.44537028045063E-05,2591.4147448693,3117.256853451,2.6050333487,215.1563455735,1.1458115206,2.6666666667,0.7153434478,39.4453300218,3.5859390929,0.0842695687,0.7243596968,42.2859977738,0,0.131
BMDS_ClHfBr-BrHfCl_267,4.754385,4.17541566444951E-05,908.9479800251,3898.0805208075,2.5901007186,280.4128456059,1.1307960997,3.3333333333,0.7417623866,44.4556950351,3.4196688489,0.004171996,1.6209230344,48.3151514304,6.8393376977,0.055
BMDS_BrSbS-BrSbS_56,3.857293,1.8447628203517E-05,1304.6162665527,4266.8865450189,1.5972800053,90.9418211979,1.1740190069,4,0.6697181149,5.9830145525,3.9886763683,0.0077978623,2.3573077337,26.5728377665,5.9830145525,0.018
BMDS_SbMoAs-SbMoAs_22,113.624337,0.000020374,3224.6835749551,2880.5392004108,3.3328600801,163.3545531957,1.1190132326,2,0.7668261358,29.1126926487,3.2347436276,1.2049420013,0.8669112922,50.7499777185,1.6173718138,2.725
BMDS_CaCl2-CaCl2_379,1.589343,0.045525353,709.863613288,5175.8820101743,2.2859957105,604.7905609715,1.1774894062,3.3333333333,0.6450211876,62.0510151476,4.1367343432,0.0003681694,1.9814957504,12.8417317515,4.1367343432,0.228
BMDS_SBiI-IBiS_165,4.029851,1.81195912603493E-05,1622.2087199875,4228.603523938,2.0345152999,63.3200250015,1.1758447805,4,0.6758717359,8.3867582783,4.1933791392,0.0188282723,0.8973831358,37.8524539234,4.1933791392,0.042
BMDS_TeSbI-ISbTe_169,5.719455,3.24319310068512E-05,1671.056541023,4355.9348997481,2.0887262179,43.6284633949,1.1610406214,4,0.6887998627,8.6392996822,4.3196498411,0.0193952278,0.924405066,36.4963147046,0,0.018
BMDS_Li2V-Li2V_514,235.342758,1.24244650526014E-05,1217.4634016663,1395.9409763204,5.606798031,206.9290629306,1.0787353137,0,0.8425299488,10.7338790951,2.6834697738,2.2728988984,9.6121887297,16.8366089445,5.3669395476,0.264
BMDS_SbTiBi-BiTiSb_115,36.444573,3.52689438099117E-05,1786.583512619,2307.0687166994,4.168460876,170.6508865837,1.0965123776,2,0.8081558438,36.0992260081,3.2817478189,0.2582735533,0.4003732339,63.2687724431,6.5634956378,0.005
BMDS_NiSe2-NiSe2_525,7.495987,3.41501296717634E-05,1722.3240487852,3280.7832589208,2.2531489565,70.0783671672,1.1644932565,2.6666666667,0.6710135006,20.9189155723,3.4864859287,0.0711243129,1.1191619831,35.1645657532,0,1.03
BMDS_ClAsSe-SeAsCl_99,4.297531,1.2405220454451E-05,1855.3372402358,3534.1545406111,1.3068669556,4.1313177414,1.1717728327,4,0.6614757159,3.7557434013,3.7557434013,0.0766171654,1.2055936318,24.2690292172,0,0.239
BMDS_HgI2-HgI2_404,3.23077,4.77238913983474E-05,1695.4713368951,4419.5768285512,2.2161577461,4.4265892472,1.1635521592,3.3333333333,0.6728956818,21.9138081543,4.3827616309,0.0196785997,0.937910989,45.0420054385,4.3827616309,0.002
BMDS_SeHfTe-TeHfSe_314,8.723982,2.6703255906933E-05,2737.6046125272,3293.1111306422,2.7143215703,246.2351587389,1.1440555362,2.6666666667,0.7212909167,45.4587985364,3.7882332114,0.0890234805,0.7652231087,51.8632924006,3.7882332114,0.021
BMDS_TeMoS-SMoTe_296,7.378563,0.000023663,1307.7798713218,3366.0952708139,2.9306802853,227.6390959454,1.1400169501,2.6666666667,0.7294182043,33.6744224771,3.3674422477,0.0090584196,2.3841491114,43.71803534,6.7348844954,0.15
BMDS_TeAsI-IAsTe_319,7.290094,4.99404399800694E-05,1532.4390581653,3994.6013862062,2.1794330948,11.4878461127,1.1376797225,4,0.7353108349,7.9226524915,3.9613262457,0.0177863548,0.8477238166,40.6081944644,3.9613262457,0.067
BMDS_Sb2Se2-Sb2Se2_585,9.820307,8.65632525865607E-06,2380.9714241515,4535.4131783939,1.8967835268,67.9589009727,1.2159229597,3.5,0.7840770403,4.8197802108,4.8197802108,0.0983235163,1.5471494477,33.0293649781,4.8197802108,0.197
BMDS_SbVBi-SbVBi_205,28.311552,3.74918168911311E-05,2374.1702472954,2519.7832245253,4.3706010389,136.0715729574,1.1012695811,2,0.799267335,32.7883308331,3.2788330833,0.5274003015,0.5393680422,68.8503019229,4.918249625,0.114
BMDS_ClBiSe-ClBiSe_215,3.551055,0.02221355,1342.3382359213,4421.0845564703,1.9891755889,105.8785417456,1.1445487277,4,0.7164631708,6.0502023855,4.033468257,0.0413208656,1.6133873028,38.5400107103,10.0836706424,0.108
BMDS_ClBiTe-ClBiTe_6,4.064709,0.0237215447,1926.6273364199,4568.4848554989,1.931263876,93.5025902988,1.1708723321,4,0.6637052424,6.4633126935,4.308875129,0.0508210277,1.4671719814,36.3302154919,8.617750258,0.146
BMDS_TeAsI-IAsTe_160,6.843801,5.15303565812795E-05,1581.2261793819,4121.774536096,1.9137644,11.8535761153,1.1662104187,4,0.678834062,8.1748800795,4.0874400398,0.0183526058,0.8747121685,35.6581338055,4.0874400398,0.057
BMDS_ZnI2-ZnI2_720,2.1621,6.98104586272798E-05,1633.9651452059,4259.2489399655,1.8350264646,24.3711487342,1.1751003983,3.3333333333,0.6497992095,21.1188463902,4.223769278,0.0189647241,0.9038866255,29.2153949755,4.223769278,0.023
BMDS_ZrTe2-ZrTe2_727,3.708492,2.77585140274025E-05,3115.8694854058,3748.132377139,1.9695787774,319.0633796253,1.1690892243,2.6666666667,0.6618215798,51.7400075068,4.3116672922,0.1013241814,0.870956793,29.3625507193,0,0.013
BMDS_PbSe-PbSe_749,3.464732,3.86380997269155E-06,2241.3169232686,3392.0443035299,2.3793139326,37.0614523083,1,3,1,4.0951881004,4.0951881004,0.7645716183,0.9234649166,36.7082752951,4.0951881004,0.003
BMDS_InAs-InAs_743,7.136369,5.72646103987913E-06,3315.3482534691,3283.8254488876,1.5722344361,76.3528138651,1,2,1,4.3630179351,4.3630179351,2.8752288193,1.2260080398,22.5481534359,2.1815089676,0.151
BMDS_PbO-PbO_747,2.474706,0.0202629794,1188.1268986698,3679.0765182867,2.6176748071,75.5937377741,1,3,1,3.625598934,3.625598934,0.6404029544,1.8998138414,38.2963533646,7.251197868,0.144
BMDS_BrAsTe-TeAsBr_98,5.594913,2.93618851224102E-05,2880.2307455628,3464.6785308689,1.6644839934,31.884767338,1.1666043638,4,0.670195982,3.9855959173,3.9855959173,0.0936615041,0.8050903753,32.2095388727,3.9855959173,0.07
BMDS_PbS-PbS_748,3.058612,3.78975955991935E-06,1960.2293472665,3399.6838897352,2.3723000441,54.7057342331,1,3,1,3.9641836401,3.9641836401,0.7050102395,1.6609929452,32.9352846666,5.9462754601,0.011
BMDS_Li2Pb-Li2Pb_509,6.086466,1.85672753284633E-05,1588.7942557093,1821.7081527474,4.603785796,410.1207151838,1.1096227556,0.6666666667,0.7807544895,45.5251941286,3.5019380099,2.9661414944,12.5439419514,33.8232893903,14.0077520396,0.56
BMDS_PtTe2-PtTe2_433,10.108237,4.50182498264088E-05,2904.9815536702,3494.4516987318,2.4676651173,40.1984550642,1.1772358689,2.6666666667,0.6455282623,24.1190730385,4.0198455064,0.0944663694,0.8120087923,55.4185140604,4.0198455064,0.164
BMDS_SeNbS-SeNbS_29,150.02955,1.90112483697673E-05,1516.2944148556,3334.8303883549,2.1549943895,253.815545893,1.1546880134,2.6666666667,0.6958482646,37.8059716293,3.4369065118,0.0396790857,1.7682884003,31.280557292,5.1553597676,0.168
BMDS_CuLi2-CuLi2_493,4.876709,1.63032469135725E-05,1265.244627475,1450.7268293603,5.3493568988,327.9961730453,1.0958974509,0,0.8082051418,27.8878667697,2.788786677,2.3621023154,9.9894338769,19.1869901311,5.5775733539,0.134
BMDS_NbSe2-NbSe2_522,4.769861,1.92652223036288E-05,1716.6341663046,3269.9448390539,2.4494508771,240.1202852058,1.1384400248,2.6666666667,0.7231199504,38.2246474278,3.474967948,0.0708893461,1.1154647113,39.9906440651,3.474967948,0.005
BMDS_BrSbS-SSbBr_116,3.857293,7.2633796667253E-06,1549.0423544039,3987.0808977807,1.5972800053,94.1327622925,1.1740190069,4,0.6697181149,3.9886763683,3.9886763683,0.0107295394,2.8239828688,26.5728377665,7.9773527367,0.056
BMDS_P2-P2_758,2.597541,0,1039.6784742446,3315.3062724258,0.5293755808,0,1,3,1,0,3.276641898,0.0077001085,2.5197376196,6.5000747234,0,0.026
BMDS_ClSbSe-SeSbCl_87,3.791585,7.24138205230954E-06,1991.7832593769,3794.0648726188,1.5629807054,56.8504938405,1.1709310745,4,0.6624093306,4.0319499178,4.0319499178,0.0822517783,1.2942559236,26.2741178135,4.0319499178,0.099
BMDS_Li2Zr-Li2Zr_515,22.257384,3.20128578047973E-06,1395.1886126281,1599.7203294962,4.8126970287,160.2564891789,1.080309392,0,0.8393812566,9.2256074365,3.0752024788,2.6046964996,11.0153752792,20.4180978464,9.2256074365,0.204
BMDS_SrBr2-SrBr2_448,1.681922,3.55244699520619E-05,1225.3314447519,5254.9108874066,2.5471961678,812.2776544969,1.1727564166,3.3333333333,0.6544871669,69.149630065,4.6099753377,0.0056241699,2.1851283101,22.6273563057,4.6099753377,0.317
BMDS_NiTe2-NiTe2_526,12.366275,5.15710811267606E-05,2689.1087009932,3234.7745741751,2.8516577268,40.9323827401,1.1582684542,2.6666666667,0.6834630921,22.3267542218,3.7211257036,0.087446454,0.7516673921,44.6438583337,3.7211257036,0.502
BMDS_CrAs2-CrAs2_384,106.09207,0.000017216,3234.3115624911,2809.9936235588,3.2298296056,157.2646906532,1.1155482,2,0.7689036002,26.7053248279,2.9672583142,1.4895636737,0.9762279854,44.6669364312,0,0.11
BMDS_AsTaBi-BiTaAs_318,13.502706,3.59758589947375E-05,1870.9646194818,2416.0325633646,3.5752950845,89.3554006365,1.121610401,2,0.770906622,34.3674617833,3.4367461783,0.2704719242,0.4192830338,76.0311354971,0,0.062
BMDS_TiSe2-TiSe2_554,7.129332,2.01421342656603E-05,1726.2689672513,3288.2977696021,2.309995364,248.4569303068,1.1431386323,2.6666666667,0.7137227354,41.9336591235,3.4944715936,0.0712872205,1.1217253816,32.5709081941,0,0.13
BMDS_AsCrBi-BiCrAs_137,42.454616,4.65593934903686E-05,1799.1861027936,2323.3428182658,3.5027845297,115.6714063148,1.137025481,2,0.7372295189,29.7440759095,3.3048973233,0.2600954193,0.4031974734,55.7865787261,6.6097946466,3.646
BMDS_BiHfSb-SbHfBi_307,15.576315,1.58161191507528E-05,2989.8122079204,2758.9716318193,4.8315505644,198.4871677568,1.0832325666,2,0.834853969,36.3893140887,3.3081194626,0.8038730294,0.6847807288,89.7411704817,3.3081194626,0.046
BMDS_SeBiCl-ClBiSe_335,3.551055,0.0444070012,692.1431528969,5046.6754831271,1.9891755889,134.717839783,1.1445487277,4,0.7164631708,8.066936514,4.033468257,0.0003589787,1.9320312951,38.5400107103,12.1004047709,0.111
BMDS_ClSbTe-TeSbCl_70,4.425216,9.52234615621774E-06,3034.1352174834,3649.8128366844,1.7614560931,20.9928266231,1.1712308197,4,0.6630663132,4.1985653246,4.1985653246,0.0986662851,0.8481101956,29.2788813362,0,0.104
BMDS_PtTe2-PtTe2_536,9.439158,4.37054894938941E-05,2820.2704739403,3392.5513007449,2.5646224304,39.0262429627,1.1555569438,2.6666666667,0.6888861132,23.4157457776,3.9026242963,0.091711671,0.7883301078,57.5959692516,3.9026242963,0.004
BMDS_Bi2Ti-Bi2Ti_482,16.247094,3.57630930995596E-05,1811.615137564,2339.3928025487,4.8284256969,173.041857372,1.0885744451,2,0.8228511105,36.6050082902,3.3277280264,0.2618921957,0.4059828192,81.5329098552,6.6554560528,0.114
BMDS_CdBr2-CdBr2_674,1.795899,5.31143668707301E-05,1119.1279202727,4799.4503999957,1.5661624392,105.2603386261,1.1752701864,3.3333333333,0.6494596351,21.0520677252,4.210413545,0.0051367045,1.9957360204,24.9808840898,4.210413545,0.074
BMDS_Pb2O2-Pb2O2_642,1.742161,0.045304721,2434.3469881828,2900.4157518916,1.7741392388,169.0152834738,1.367828033,3,0.632171967,8.1062486079,4.0531243039,1.4307528793,0.5269061595,25.9555018158,16.2124972157,0.077
BMDS_Os2Te2-Os2Te2_641,13.334191,4.92643280876651E-05,2957.1691449317,3557.2290395056,2.4960871535,77.7491680094,1.2991483519,2,0.7008516481,32.7364917934,4.0920614742,0.0961634446,0.8265964178,63.6502725003,4.0920614742,0.316
BMDS_AsVSb-SbVAs_321,22.202702,3.18089292100639E-05,2921.2756875797,2695.7267514677,3.2973553458,142.2205960007,1.1208324929,2,0.7683736688,32.3228627274,3.2322862727,0.7854455643,0.6690832585,46.0436552876,3.2322862727,0.276
BMDS_BaBr2-BaBr2_477,1.718212,6.35162055535548E-05,1249.1755409645,5357.1677921197,2.80861127,1179.6202437249,1.1477317153,3.3333333333,0.7045365693,70.4952336887,4.6996822459,0.0057336123,2.2276493846,25.4874894258,9.3993644918,0.139
BMDS_STiTe-TeTiS_170,18.091612,3.53596318840969E-05,2600.019493016,3127.6076512867,2.2970515606,223.0664608073,1.1747980697,2.6666666667,0.6711855578,43.1741537046,3.5978461421,0.0845493843,0.7267649207,29.1276509787,3.5978461421,0.111
BMDS_CaI2-CaI2_673,1.641027,8.22889615185115E-07,1894.8502835379,4939.2969520993,1.8686060559,626.4737010844,1.1770702146,3.3333333333,0.6458596274,73.4722870701,4.8981524713,0.0219927046,1.0482046289,19.2314531062,4.8981524713,0.295
BMDS_SeSbI-ISbSe_355,5.18592,3.04378033420161E-05,1568.3090334122,4088.1034749719,2.1721487671,40.9458995411,1.1409256898,4,0.7343759823,8.108098919,4.0540494595,0.0182026821,0.8675665843,38.57457234,0,0.096
BMDS_SBiI-IBiS_324,4.013517,1.76661501090784E-05,1581.6130918068,4122.7830988185,2.2902558858,61.735447037,1.1479271643,4,0.7262709933,8.1768804023,4.0884402011,0.0183570965,0.874926203,42.6105448278,4.0884402011,0.111
BMDS_AsWSb-SbWAs_305,19.457447,2.72427664277869E-05,2852.678419894,2632.4258140163,3.4470224252,78.9096467031,1.1067503849,2,0.7924374538,28.4074728131,3.1563858681,0.767001766,0.6533718747,73.9667110901,3.1563858681,0.348
BMDS_NbSb2-NbSb2_521,14.988858,2.40505928253379E-05,2961.3684991395,2732.7240349226,4.2144280254,180.2156138138,1.0943062118,2,0.8113875783,32.7664752389,3.2766475239,0.7962253483,0.6782660374,61.4559463324,0,0.058
BMDS_Ru2Te2-Ru2Te2_652,13.946869,5.06276811852472E-05,2979.6074668402,3584.220478405,2.4602951183,140.1857773677,1.3038919882,2,0.696108012,32.9848887924,4.1231110991,0.0968931108,0.832868442,45.1379707667,0,0.192
BMDS_SHfTe-TeHfS_344,10.205337,2.62092390260209E-05,2686.9582457858,3232.1877550461,2.6383432742,241.6797470125,1.1513958101,2.6666666667,0.7129044734,44.6177994485,3.718149954,0.0873765239,0.7510662907,47.3598766276,3.718149954,0.085
BMDS_CuCl2-CuCl2_680,12.963202,0.0393155255,611.9938374013,4462.2767445021,1.4792351918,113.7680851579,1.18036675,3.3333333333,0.6392665957,21.3983859231,3.5663976539,0.0003174094,1.7083044762,17.6763915223,3.5663976539,0.104
BMDS_SnS2-SnS2_445,3.365926,4.47755588903416E-07,1437.1104174094,3698.97922866,1.8313110346,124.3354362575,1.1696549621,3.3333333333,0.6606900759,7.4009188249,3.7004594124,0.0099542358,2.619925264,26.291822978,7.4009188249,0.022
BMDS_ZrSe2-ZrSe2_470,6.519575,9.0223633378126E-06,1877.4420761918,3576.2611208432,2.3028467509,315.8207217238,1.1631300197,2.6666666667,0.6737399608,45.6058803933,3.8004900328,0.0775299967,1.2199573005,33.617703011,3.8004900328,0.078
BMDS_In2Te2-In2Te2_581,4.713592,2.08394208937451E-05,3175.836335528,3820.2675206522,2.9164296636,118.6554964427,1.2397277381,2.5,0.7602722619,13.1839440492,4.3946480164,0.1032742284,0.8877188993,43.3326491894,0,0.139
BMDS_AlI2-AlI2_473,3.629247,6.23918991221281E-05,1537.442268641,4007.6432304449,2.2138658669,98.9590603313,1.1330650443,3.6666666667,0.7338699114,15.8970378042,3.9742594511,0.0178444249,0.8504915225,33.117349364,7.9485189021,0.1
BMDS_BrZrI-IZrBr_310,5.981683,4.32348348394228E-05,1432.2140655618,3733.3453889428,2.8431372232,292.8476995888,1.130378681,3.3333333333,0.7435093153,48.1292047365,3.7022465182,0.0166230869,0.7922807549,42.0477790078,0,0.171
BMDS_VH2-VH2_558,9.530785,0.0291144397,36.4136476852,3410.0432378972,1.8691639734,214.4090677011,1.1622612719,0,0.6754774628,10.3964732863,2.5991183216,0.0047173998,37.1777884717,15.7489535088,7.7973549647,0.343
BMDS_As2-As2_755,5.09394,0,3931.9403829838,3416.0986630144,1.3451206866,0,1,3,1,0,3.607284755,1.810856947,1.1867966844,26.2684992834,0,0.025
BMDS_TeAsCl-ClAsTe_123,4.975058,0.0433485123,675.1370549669,4922.6776408779,1.5556063879,60.5892228816,1.1718705432,4,0.6593181539,7.8687302444,3.9343651222,0.0003501585,1.8845608935,27.8742215131,3.9343651222,0.073
BMDS_Sc2Se2-Sc2Se2_655,5.646163,6.20712655982303E-06,2315.952054798,4411.5604930464,2.1490000691,319.2638358942,1.3271274976,2,0.6728725024,60.9461067052,4.6881620542,0.0956385059,1.5049000194,18.7944333423,0,0.103
BMDS_WAs2-WAs2_462,25.976284,1.09998732765236E-05,3394.6381289385,2949.286521197,2.7763093031,118.3451824768,1.1140778124,2,0.771844377,28.0291221655,3.1143469073,1.5634021475,1.0246201325,66.7470729751,6.2286938146,2.599
BMDS_SNbSe-SeNbS_149,150.02955,1.90542097011642E-05,1697.8318168065,3234.1290275605,2.1549943895,237.4902399622,1.1546880134,2.6666666667,0.6958482646,37.8059716293,3.4369065118,0.0701128928,1.1032469903,31.280557292,3.4369065118,0.215
BMDS_ZrSb2-ZrSb2_570,14.719494,1.36663303998392E-05,2961.9558965867,2733.2660799678,4.496036545,226.1335246017,1.0823529453,2,0.8352941151,36.0502720379,3.277297458,0.7963832823,0.6784005738,60.7493847028,0,0.13
BMDS_RuS2-RuS2_704,17.158072,3.00383728318183E-05,1424.3836963327,3666.2219148578,1.3090924861,192.9204408979,1.1969985084,2.6666666667,0.6060029836,29.3415119236,3.6676889905,0.0098660834,2.5967238052,20.4268731536,7.3353779809,0.216
BMDS_BrSbSe-BrSbSe_26,4.237027,1.87994834518233E-05,1548.3845557393,4240.6336167912,1.6725716564,73.5676262993,1.1680807123,4,0.6750570878,6.1136531551,4.07576877,0.0440590604,1.6201180861,30.5510399245,4.07576877,0.104
BMDS_HgTe-HgTe_742,6783.852897,1.33863828024675E-05,2267.7466125518,4446.4876421579,1.5675313701,9.6920349906,1,2,1,9.478762827,4.7393814135,0.2533199366,0.8104342217,33.3289490736,2.3696907068,0.405
BMDS_SeCrS-SeCrS_209,8.154026,2.84181483680745E-05,1378.8857516665,3032.6235206536,2.6239840323,183.9326952391,1.1444589305,2.6666666667,0.7151673692,31.2544936685,3.1254493668,0.0360833129,1.6080436992,32.2090140477,1.5627246834,0.272
BMDS_IBiS-IBiS_45,4.029851,0.00001956,1625.3747212376,4210.1526557257,2.0345152999,91.6253341908,1.1758447805,4,0.6758717359,6.2900687088,4.1933791392,0.0150542311,1.9331477832,37.8524539234,8.3867582783,0.038
BMDS_IBiSe-SeBiI_85,4.388337,2.12901857117589E-05,2110.6465465802,4020.482591765,2.0897812416,81.605969716,1.1685065922,4,0.6837121798,4.2725638595,4.2725638595,0.0871603027,1.3714929989,41.1050620472,8.5451277189,0.1
BMDS_AuI2-AuI2_670,7.495207,6.43012499786182E-05,1607.0119874817,4188.9902757567,1.8496168694,12.8776971984,1.1622522991,3.3333333333,0.6754954017,24.9245752227,4.1540958704,0.0186518905,0.8889765163,41.5838053862,4.1540958704,0.247
BMDS_FeI2-FeI2_390,6.315247,7.18233450927499E-05,1493.8900504936,3894.1158767422,2.7381246855,112.3748234958,1.1768792695,3.3333333333,0.646241461,34.7551000503,3.8616777834,0.0173389332,0.8263990456,40.8305243611,3.8616777834,0.023
BMDS_SnO-SnO_751,2.937676,0.0188017923,941.5896687846,3401.380840746,1.6241895609,80.220452956,1,3,1,3.3635410044,3.3635410044,1.1205088599,1.925627225,26.5681798624,5.0453115067,0.34
BMDS_PtSe2-PtSe2_535,15.644738,2.60214161789241E-05,1801.6229281554,3431.8363874377,2.0490984774,69.657890542,1.1571578286,2.6666666667,0.6856843434,21.8820598561,3.647009976,0.0743990035,1.1706902023,52.1161700692,7.294019952,0.34
BMDS_IZrCl-ClZrI_268,5.706608,0.0400501943,623.8195706572,4548.5026037662,2.7563062214,354.0794066551,1.1356343691,3.3333333333,0.7368585921,47.2590583831,3.6353121833,0.0003235428,1.7413145358,37.1029489388,7.2706243666,0.142
BMDS_TeZrSe-SeZrTe_93,9.309343,9.23775581929444E-06,1922.2625841329,3661.6378373867,2.4163320844,323.3603658734,1.1656289336,2.6666666667,0.6809895153,46.6946376712,3.8912198059,0.079380884,1.2490815577,35.7058714818,3.8912198059,0.019
BMDS_ZnBr2-ZnBr2_464,2.244037,6.25102547163985E-05,1010.1055203124,4331.9009879763,1.8888414747,67.1503556957,1.1705602285,3.3333333333,0.6588795431,19.0012325115,3.8002465023,0.0046363007,1.8013168421,30.6497343665,0,0.043
BMDS_CuTe2-CuTe2_495,6.175047,5.21963377627526E-05,2830.7846489779,3405.19898065,2.5806597881,33.2959753083,1.1611990912,2.6666666667,0.6776018175,19.5858678284,3.9171735657,0.0920535788,0.7912690603,41.0258547024,3.9171735657,0.222
BMDS_ClZrBr-ClZrBr_217,5.148088,0.0192482588,763.3967635503,4173.2007346255,2.5043776476,328.8156155759,1.1332902229,3.3333333333,0.7370161894,45.3779511941,3.4906116303,0.0022846053,1.6632764418,32.8424559278,5.2359174455,0.112
BMDS_Li2Ni-Li2Ni_507,11.290622,0.000016965,1206.405484727,1383.2619920099,5.8384902138,306.0952442431,1.0960561031,0,0.8078878091,23.9318683739,2.659096486,2.2522547236,9.5248836128,19.6289573492,5.318192972,0.044
BMDS_OsBr2-OsBr2_418,3.963732,6.5926925568908E-05,1018.800977687,4369.1920032557,1.8146959006,137.9865884,1.1821587747,3.3333333333,0.6356824507,34.4966471,3.8329607889,0.0046762122,1.8168234139,48.067536665,7.6659215778,0.017
BMDS_SbTe2-SbTe2_542,12.460498,8.85626652090852E-06,2821.9001604937,3394.5116784064,2.7550554009,19.524397092,1.1188363758,3.6666666667,0.7623272485,3.9048794184,3.9048794184,0.0917646663,0.7887856425,48.2280707512,0,0.119
BMDS_GaC-GaC_734,8.873436,1.08524505466471E-05,6889.7113763528,2780.8256493817,1.2883276861,64.6237630644,1,1.5,1,1.6698646787,3.339253111,2.832090495,1.8067935823,16.4344158057,3.3397293573,1.898
BMDS_WSb2-WSb2_463,31.638773,2.85852203714108E-05,2993.2511258572,2762.1450341509,3.8356539358,82.7981125345,1.1084122827,2,0.7831754346,29.8073205124,3.3119245014,0.8047976538,0.6855683718,75.9347424406,3.3119245014,1.066
