bilayers,PF,"$\overline{M}_{int, NN}$","$\overline{N}_{p, v}$",$\overline{EA}_{int}$,"$\overline{r}_{int, NN}^{atom}$",A,$\overline{Gr}_{int}$,$\overline{R}_{int}^{cov}$,$\rho$,$\overline{\alpha}_{int}$,$\overline{\kappa}_{int}$,$d_{layer}$,Y_Eadhe
BMDS_SbTiBi-SbTiBi_55,4.168460876,3993.5917383195,2,318.9858879988,124.7064171189,9.3271175211,49.2262172838,4.7585343374,63.2687724431,149.3195257608,0.5278691367,4.62324,4.34
BMDS_Bi2Se2-Bi2Se2_576,2.1993222004,247.9654258815,3.5,959.3900406129,196.7979570488,20.9630153485,78.7191828195,5.8055397329,44.6948198232,142.1865239678,0.1003669581,3.82266,1.644
BMDS_SrI2-SrI2_547,2.9382466363,3068.7417217377,3.3333333333,1366.044720285,481.2623675801,18.5450984276,78.6678870083,6.2934309607,29.485025539,152.2454989749,0.0207775772,4.00751,1.217
BMDS_CaI2-CaI2_486,2.7706709974,3194.1628041543,3.3333333333,1294.9486503967,346.5479111834,16.6648109452,74.5736011407,5.9658880913,28.5153894214,144.3218516194,0.0196962041,3.89337,1.466
BMDS_BiTaSb-SbTaBi_128,4.190023093,7952.0202986398,2,343.911498026,223.2758756564,9.6176408848,49.987136341,4.6654660585,83.3814990336,143.2964575108,0.8097916087,4.50266,4.493
BMDS_SbVAs-SbVAs_201,3.2973553458,3833.8470709632,2,292.8451363105,153.5335979553,9.0476990613,48.4842940911,4.2019721546,46.0436552876,117.9784489551,1.2040266366,3.79065,4.894
BMDS_IBiS-SBiI_264,2.2902558858,637.9602089842,4,817.6880402258,224.8642110621,14.4758560883,65.4150432181,4.2519778092,42.6105448278,79.3157399019,0.0109979041,3.77995,1.303
BMDS_ZrS2-ZrS2_725,1.5176670926,6816.6275904722,2.6666666667,783.682553916,462.3727068104,15.354133331,62.6946043133,4.0751492804,16.3293652956,76.0172077299,0.0105405304,2.85762,1.574
BMDS_TeNbSe-SeNbTe_74,2.6050333487,8089.8785935644,2.6666666667,699.2581231139,340.6642138247,11.1362502048,57.3750254863,4.2314081296,42.2859977738,103.6336397846,0.0731531575,3.5052,3.843
BMDS_Bi2Hf-Bi2Hf_368,5.1425729759,6598.182335795,2,306.7670417131,218.6387906947,9.7985540546,50.4551055449,5.0455105545,102.0445084791,161.4563377438,0.2647211204,5.02028,4.251
BMDS_ClAsS-ClAsS_20,1.2055081211,2957.0733152254,4,1002.0945470845,111.3438385649,11.5414718712,60.2351913548,3.723630011,19.3335126634,62.0605001837,0.0050725332,3.0157,1.487
BMDS_SbSe2-SbSe2_541,2.1329906914,1533.8357096943,3.6666666667,729.8988808394,112.2921355138,12.1336740174,59.8891389407,4.4168239969,38.829949452,108.1747572116,0.0763586521,3.67568,0.358
BMDS_Bi2Ta-Bi2Ta_371,4.8224203555,9277.104960261,2,308.1555843443,192.5972402152,9.8872543416,50.6834842672,5.0683484267,101.8581302528,162.1871496549,0.2659193475,4.57728,5.072
BMDS_SeZrTe-TeZrSe_153,2.4163320844,5468.4868420755,2.6666666667,740.1100070892,322.9712438928,13.112876065,62.259516895,5.3309711341,35.7058714818,147.8663526256,0.0914436654,3.36701,1.952
BMDS_SeTaS-SeTaS_30,2.1441727044,9807.9571485461,2.6666666667,679.9557489901,359.7740545289,10.2648213145,55.085022703,3.82152345,44.5601410321,83.1439561423,0.0397472867,3.17983,2.86
BMDS_BiWAs-BiWAs_227,3.7635764157,9301.1124866008,2,273.4290487061,208.4654094745,9.0465876915,48.4803277848,4.3632295006,86.3980757169,126.0488522404,0.9384175448,4.11395,4.478
BMDS_ZrO2-ZrO2_467,2.0447684933,6802.1090006056,2.6666666667,462.6169057908,518.3934121627,9.3228080634,52.4955354089,2.0998214164,24.034396944,17.3891461042,0.0008773316,1.9268,0.685
BMDS_GeO2-GeO2_685,1.1490793996,3479.7554250656,3.3333333333,424.2136563499,231.6627768719,9.0518576016,48.1377198695,1.9255087948,19.9844468961,15.9456197068,0.0008045016,1.94801,1.169
BMDS_HgCl2-HgCl2_693,1.3307142906,258.6247946122,3.3333333333,1439.0952378773,379.3603492399,17.0030148953,70.0991949682,4.123482057,26.6458927676,60.2028380315,0.0003669899,3.01659,1.358
BMDS_Ti2S2-Ti2S2_661,1.9040816397,6367.0034481545,2,820.1519280908,360.86684836,16.8162400747,65.6121542473,4.2647900261,16.1150216431,79.5547370248,0.0110310434,2.47547,5.53
BMDS_Al2S2-Al2S2_572,2.0577093542,1958.3116415698,2.5,718.5014553282,107.7752182992,11.1769422251,57.4801164263,3.7362075677,16.3101191425,69.6946411668,0.0096638446,4.71508,1.971
BMDS_Bi2Nb-Bi2Nb_481,4.8497744545,7461.1852026285,2,308.514730903,186.0560328911,9.9104774664,50.7425544248,5.0742554425,87.3774916339,162.3761741595,0.2662292689,4.58671,4.449
BMDS_TiI2-TiI2_552,2.7676988209,5845.1929526265,3.3333333333,1110.2538105172,229.4223659944,12.250437913,63.937380687,5.114990455,40.2081998412,123.7376367412,0.0168869905,3.61826,2.191
BMDS_SbHfBi-BiHfSb_247,4.8315505644,6489.2071378617,2,301.7004949903,215.0277650698,9.4775593292,49.6217919392,4.9621791939,89.7411704817,158.7897342054,0.2603490017,4.97645,4.399
BMDS_NiS2-NiS2_524,1.845881944,4748.6176375438,2.6666666667,708.9393624472,216.2265055464,10.8815887228,56.7151489958,3.6864846847,20.149958323,68.7671181574,0.0095352344,2.1056,2.623
BMDS_GeS2-GeS2_686,1.3549452893,2888.8471163951,3.3333333333,701.9943420478,129.8689532788,12.3197911043,56.1595473638,3.6503705786,18.5837154608,68.0934511786,0.0094418239,2.84317,1.41
BMDS_Bi2Hf-Bi2Hf_480,5.1759664394,6586.2115388966,2,306.2104875343,218.2421237909,9.7631317994,50.3635670287,5.0363567029,102.7071377866,161.1634144918,0.2642408483,5.04734,4.333
BMDS_Li2Ru-Li2Ru_512,5.3877639753,5817.8706605797,0,161.0288771104,29.7200947687,6.3217351851,2.7018267972,3.5123748363,29.6011416109,443.4035502479,2.2884472972,4.21032,6.664
BMDS_Pt2Te2-Pt2Te2_611,2.6013953838,5819.6927075224,2,839.3660258813,238.3058117644,16.8662105291,70.6091294117,6.0459067059,63.9404521809,167.6966823527,0.1037071588,3.29935,2.871
BMDS_SbTiBi-SbTiBi_216,4.5092877725,3976.6133053343,2,317.6297452388,124.1762378505,9.247711892,49.0169359936,4.7383038127,68.4418327168,148.6847058474,0.5256249436,4.66876,4.542
BMDS_AsNbBi-BiNbAs_346,3.5984849404,7570.9273006954,2,313.0524890385,188.792619486,10.2041492982,51.4888962234,5.1488896223,62.0307602283,164.764467915,0.2701450755,4.00693,3.472
BMDS_PbS2-PbS2_531,1.8181800666,1004.2423765056,3.3333333333,946.2825691454,312.273247818,19.3869108443,75.7026055316,4.9206693596,24.9702284855,91.7894092071,0.0127275006,2.14079,0.734
BMDS_WSb2-WSb2_564,4.0280854838,8986.7888215221,2,332.2692608899,193.179802843,8.9775339328,48.2949507107,4.507528733,79.7443249218,138.4455253708,0.7823782015,4.2908,4.635
BMDS_AlN-AlN_728,1.3447608355,1360.6610496477,2,77.3795661377,96.9198606169,8.4651783587,43.7702596334,3.0482859388,9.8084039552,101.9221760036,3.7052459587,0,0.115
BMDS_IAsTe-TeAsI_100,1.9137644,1501.4802242062,4,777.4310955627,36.7869603579,14.468973432,65.3990406362,5.5997928545,35.6581338055,155.322721511,0.0960548409,3.46656,1.382
BMDS_CdI2-CdI2_383,2.3765531523,898.6941270659,3.3333333333,1279.3292487334,199.3534737186,16.265316183,73.6741098525,5.8939287882,37.4543246837,142.5810714205,0.0194586325,3.44112,1.493
BMDS_BiWSb-SbWBi_168,3.8635128305,9407.4786492938,2,347.8234594934,202.2229415659,9.8377104373,50.5557353915,4.7185353032,82.0538036912,144.9264414556,0.8190029133,4.14623,2.049
BMDS_TeTiSe-SeTiTe_76,2.4063830249,5278.3232373907,2.6666666667,711.3151563864,266.2872123908,11.5234386022,58.364320524,4.3043686386,34.629014002,105.4205539465,0.0744145087,3.28016,2.24
BMDS_ISbSe-SeSbI_295,2.1721487671,1661.2683875188,4,790.5396446048,121.6214837854,14.2335877894,64.8647913522,4.7837783622,38.57457234,117.1620293799,0.082702609,3.86007,1.367
BMDS_ZrTe2-ZrTe2_571,2.8463816864,5521.2612788962,2.6666666667,747.2525476013,326.0881253991,13.3670877712,62.8603615227,5.3824184554,42.4339597846,149.2933586165,0.092326156,3.73186,1.798
BMDS_TeBiCl-ClBiTe_323,2.1882216144,1560.8740989348,4,1461.2260207303,267.9612187012,15.181527701,71.1771987175,4.1868940422,41.1640085973,61.1286530162,0.0003726336,3.69098,1.165
BMDS_SHfTe-TeHfS_178,2.3513384067,6779.8322541896,2.6666666667,723.094920064,323.1496751074,12.5172219761,60.8281741379,5.2084124106,42.2079635882,144.4669135774,0.0893413808,3.19292,2.423
BMDS_IAsS-IAsS_21,1.6258732254,2696.4732579797,4,950.5289455018,51.8260935552,12.7634217585,63.3430032342,4.6067638716,28.6333883503,100.3890627014,0.0137819019,3.23637,1.436
BMDS_AsTe2-AsTe2_364,2.336248851,1411.212998972,3.6666666667,730.6928524105,34.5753715652,12.781502826,61.467327227,5.2631398938,43.6219640681,145.984902164,0.0902801369,3.59939,1.748
BMDS_Bi2Te2-Bi2Te2_577,2.3341972062,933.5822363361,3.5,996.1143349665,104.743883803,23.7532583521,83.7951070424,7.1749560405,45.5334705699,199.0133792257,0.1230740635,4.05767,1.329
BMDS_Tl2Te2-Tl2Te2_616,4.0640660725,660.5495040803,2.5,862.5327178091,149.6507870016,17.8096389793,72.5579573341,6.2127750967,55.6968401317,172.3251486685,0.1065694998,5.6929,1.565
BMDS_ISbSe-ISbSe_235,2.1721487671,1878.4640873122,4,993.6475225264,97.2971870283,14.2335877894,66.8918160819,5.1486428136,38.57457234,125.2701282989,0.0504526455,3.86007,1.444
BMDS_AgI2-AgI2_667,2.3794349615,3399.1027610203,3.3333333333,1183.160945964,200.3998892216,16.0641475773,68.1359623353,5.4508769868,35.5966051611,131.8631271078,0.0179959101,3.8272,3.475
BMDS_MgCl2-MgCl2_406,1.9975136951,2754.4382309905,3.3333333333,1279.3438150329,241.9389449632,11.6370991435,62.317607036,3.6657415904,14.0268099161,53.5198272191,0.000326251,2.74357,1.314
BMDS_Ga2S2-Ga2S2_600,2.1768529178,310.0630041742,2.5,725.7179734914,174.1723136379,11.4026162707,58.0574378793,3.7737334622,27.4753680838,70.3946434287,0.0097609067,4.6416,2.207
BMDS_TeWS-TeWS_214,2.6780117968,10557.4529083429,2.6666666667,656.0807845917,294.2443293274,9.7931252298,53.8046773627,4.0521647639,58.7770787569,96.5121400194,0.0440357656,3.38764,3.401
BMDS_TiSb2-TiSb2_553,4.2444008147,3319.5556219066,2,330.2849349036,137.6187228765,8.8702809149,48.006531236,4.480609582,55.4540638917,137.6187228765,0.777705806,4.60814,4.593
BMDS_SbTiAs-AsTiSb_112,3.0520941065,2882.1369593352,2,264.1676648979,209.9794259445,9.933219987,50.8014740188,4.0641179215,40.4574330021,101.6029480377,1.7001559972,3.81332,3.407
BMDS_SbZrBi-SbZrBi_9,4.4309609447,4692.6867876038,2,324.899142933,227.2956967021,9.6760985361,50.1387566255,4.8467464738,68.1968967415,152.0875617639,0.5376546002,4.96685,4.217
BMDS_TeZrS-TeZrS_15,2.3296979853,6020.778484164,2.6666666667,747.0024497837,384.7962388686,12.6958688425,61.2610927552,4.6137260481,31.0273505776,109.8870851296,0.0501383756,3.2203,2.013
BMDS_SbMoBi-BiMoSb_67,4.0958693326,7928.9469492384,2,307.5012594704,158.471043806,9.8455833811,50.5758650445,5.0575865044,67.9667649517,161.8427681423,0.2653547053,4.14548,3.782
BMDS_SeHfS-SHfSe_71,2.0684040427,7847.1649557528,2.6666666667,741.123605122,444.6741630732,11.89206342,59.2898884098,3.8538427466,38.014727282,71.8889896968,0.0099681125,3.01327,2.166
BMDS_Bi2W-Bi2W_373,4.4796102263,10768.7249115356,2,311.7208506101,170.8995891503,10.1175936167,51.2698767451,5.1269876745,100.3245059254,164.0636055842,0.2689959533,4.21769,5.088
BMDS_ZnI2-ZnI2_466,2.3045546912,1253.6615793238,3.3333333333,1210.0869705928,110.6786863347,14.5523994682,69.6865802848,5.5749264228,36.6907381689,134.8640289041,0.0184054556,3.25718,1.487
BMDS_SeTiTe-TeTiSe_359,2.6157160517,4415.295351764,2.6666666667,689.2896694728,192.0733568983,11.3738691499,57.9844096297,4.9649150745,37.6414173636,137.7129728705,0.0851646016,3.38382,2.109
BMDS_TeHfS-TeHfS_224,2.6383432742,7252.2143038535,2.6666666667,725.411056033,381.110370289,11.9727071193,59.4903992646,4.4803706946,47.3598766276,106.7109036809,0.0486891736,3.38234,2.559
BMDS_TeHfSe-TeHfSe_194,2.7143215703,7188.8165182167,2.6666666667,729.6137165095,359.88215508,12.4282512757,60.6117313819,4.8299973445,51.8632924006,126.7164009203,0.083151719,3.51669,2.527
BMDS_TeTiSe-TeTiSe_16,2.4063830249,4861.2736895463,2.6666666667,702.5605083078,229.8095120633,11.5234386022,58.364320524,4.6509067918,34.629014002,122.0179075955,0.0800685522,3.28016,2.106
BMDS_PtS2-PtS2_431,1.779254422,5903.2354148234,2.6666666667,714.227776076,317.8313603538,11.044432796,57.1382220861,3.7139844356,40.9907271855,69.2800942794,0.0096063636,2.45437,1.939
BMDS_IAsSe-SeAsI_243,1.9289523592,2280.280401637,4,746.0648965088,42.0857121108,12.6769365404,61.215581252,4.5146491173,37.1105921488,110.5706436364,0.0780498661,3.66428,1.425
BMDS_BiHfSb-SbHfBi_144,4.4841700117,5315.1549605323,2,342.3524808871,248.8026750633,9.5307960966,49.7605350127,4.6443166012,83.2889276706,142.6468670363,0.8061206672,4.94831,4.216
BMDS_IZrBr-BrZrI_250,2.8431372232,6894.3234661734,3.3333333333,1201.7492198045,414.6516100373,11.8701454687,62.9381908092,4.3316284263,42.0477790078,77.747176882,0.0045167408,3.76336,2.069
BMDS_SbMoBi-SbMoBi_7,4.0958693326,7323.081803249,2,327.7316054882,175.3296654875,9.8455833811,50.5758650445,4.8890002876,67.9667649517,153.4134573016,0.5423418595,4.14548,3.066
BMDS_BrSbTe-BrSbTe_57,1.8602354265,1735.3303477001,4,1090.6459076987,103.81050792,15.5480261597,69.9131992115,5.3811977575,33.2007109101,124.9963258629,0.052371342,3.51378,1.281
BMDS_AsWSb-SbWAs_173,3.0640238507,9026.4369995815,2,333.7351761441,194.0320791535,9.056621506,48.5080197884,4.5274151802,65.7482716931,139.0563233934,0.7858299206,3.89021,7.036
BMDS_CdI2-CdI2_676,1.8700197956,928.9903225921,3.3333333333,1322.4571694516,206.0739491693,20.0694559562,76.1577638234,6.0926211059,29.4713915907,147.3876723406,0.0201146094,3.50228,1.258
BMDS_BiNbAs-AsNbBi_286,3.5984849404,5698.1045153946,2,267.7422603619,288.3378188513,10.2041492982,51.4888962234,4.1191116979,62.0307602283,102.9777924469,1.7231617269,4.00693,6.339
BMDS_Ni2Te2-Ni2Te2_583,3.0109465233,4105.9541335145,2,776.8043410134,106.1877648073,14.4453467609,65.3463168045,5.5952783764,42.7260178241,155.1975024107,0.0959774028,3.53628,11.166
BMDS_Bi2Ti-Bi2Ti_372,4.7849130989,4670.0914267306,2,304.9637248445,110.3487162266,9.6833466743,50.1585073757,5.0158507376,80.7981551014,160.5072236024,0.2631649687,4.68201,4.393
BMDS_SbTaAs-AsTaSb_101,2.9692086776,7534.2036801196,2,267.1217668406,294.5188711319,10.1567147236,51.3695705463,4.1095656437,58.3470637355,102.7391410925,1.7191682943,3.82149,7.386
BMDS_TeZrSe-SeZrTe_285,2.6853857801,6235.5834010672,2.6666666667,744.1485698948,393.0630907649,12.611886075,61.0583441965,4.5030528845,39.6816481315,110.2866342049,0.0778493889,3.53888,1.953
BMDS_SeWTe-TeWSe_360,2.7847735049,10204.7703973068,2.6666666667,653.0031320669,240.3271253664,10.2078869013,54.9319143695,4.7035451679,64.0843143837,130.4632966275,0.0806812492,3.49251,4.013
BMDS_ZnSe2-ZnSe2_722,2.3315946829,623.5215299974,2.6666666667,611.9725103156,122.3945020631,9.8491052313,50.2131290515,3.7032182676,37.5170094811,90.6974643493,0.0640217395,3.79552,1.584
BMDS_AgTe2-AgTe2_669,3.8176710455,1637.8646810965,2.6666666667,608.1204488737,134.285272622,10.2223117807,51.1562943322,4.3802577022,57.3324365831,121.4961990389,0.0751358073,4.75419,3.768
BMDS_TeSbBr-BrSbTe_311,2.1117708626,2626.3542097931,4,1336.2716331215,160.5501962161,14.6763207451,69.9834188634,4.8165058865,37.6900111234,86.4501056548,0.0050223395,3.82003,1.339
BMDS_Ge2-Ge2_757,1.3960459445,0,2,481.0988521368,0,14.1550546753,56.5998649573,4.8514169963,20.5828730774,161.7138998779,2.4216656507,0.67988,1.165
BMDS_BrAsTe-BrAsTe_38,1.6644839934,2374.4984796224,4,1025.8923891012,57.7911408002,13.7568194915,65.7623326347,5.0617068149,32.2095388727,117.575079559,0.0492619655,3.31146,1.472
BMDS_PbCl2-PbCl2_529,2.1671706162,1793.6894763546,4,1459.1679150784,313.5747668507,15.1389543613,71.0769471528,4.1809968913,30.506421862,61.0425546136,0.0003721087,3.40039,0.901
BMDS_SeMoS-SMoSe_272,2.5716262935,8152.0842164948,2.6666666667,650.1797878878,331.5916918228,9.1526192535,52.014383031,3.380934897,37.8834083416,63.0674394251,0.0087449181,3.23305,3.19
BMDS_BaI2-BaI2_479,2.968002438,3020.0251254932,3.3333333333,1453.9858387761,679.7088270701,21.009499301,83.732246813,6.698579745,29.8324265857,162.0465247146,0.022115164,4.09528,1.028
BMDS_NbS2-NbS2_410,2.1807902072,7977.4977143026,2.6666666667,675.5896507768,371.5743079272,9.8818240155,54.0471720621,3.513066184,26.8906647492,65.5321961253,0.0090866808,3.07419,3.366
BMDS_AsVBi-BiVAs_301,3.5386394489,5468.0144882733,2,304.3347499881,93.4361074525,9.6437625571,50.0550575638,5.0055057564,58.153405278,160.1761842043,0.262622202,3.79597,4.444
BMDS_ClBiS-SBiCl_65,1.6804659343,634.5464745041,4,813.312579472,223.6609593548,14.3215524589,65.0650063578,4.2292254133,30.2160621723,78.8913202088,0.0109390542,3.18386,1.142
BMDS_RhH2-RhH2_538,1.7335552432,6018.031939407,0,197.0826342848,324.8614850849,6.3469054288,2.7071790424,0.8662972936,28.9387313684,12.201255944,0.00491353,1.96257,2.762
BMDS_ZrS2-ZrS2_468,2.099168881,6410.6921782475,2.6666666667,737.0136554974,434.8380567435,11.7604039961,58.9610924398,3.8324710086,22.5860438311,71.4903245832,0.0099128337,2.89699,1.969
BMDS_ClHfBr-ClHfBr_207,2.5901007186,7821.8085579815,3.3333333333,1151.7444682937,415.4897651356,10.1272246964,58.1343704305,3.710340701,48.3151514304,60.8701055096,0.0022381733,3.56639,2.311
BMDS_TiTe2-TiTe2_715,1.9420151756,5042.4287403876,2.6666666667,787.1940069453,219.354796888,17.1294682924,66.2203160417,5.6701145611,28.3430377828,157.273250599,0.0972610892,3.25529,1.916
BMDS_NiS2-NiS2_415,2.0335164376,4486.9122317108,2.6666666667,669.868357426,204.3098490149,9.7151720925,53.5894685941,3.4833154586,22.1982080707,64.9772306703,0.0090097294,2.33269,1.535
BMDS_SBiCl-ClBiS_350,1.9095900808,1472.0511274803,4,1378.0736145135,252.7126399108,13.5027491841,67.1267949763,3.9486349986,34.3358894872,57.6500709796,0.0003514285,3.45262,1.294
BMDS_BiSe2-BiSe2_376,2.1723929487,202.0378995569,3.6666666667,781.6942542378,160.3475393308,13.9164397468,64.1390157323,4.7302524103,44.2675743266,115.8510971665,0.0817772451,3.47522,1.482
BMDS_TaS2-TaS2_548,2.2194010108,9691.0592462832,2.6666666667,667.9711643266,374.0638520229,9.6603805376,53.4376931461,3.4734500545,42.7097735753,64.7932029397,0.0089842122,3.12782,2.596
BMDS_S2Sb-S2Sb_437,1.7705754908,1929.2088703947,3.6666666667,748.5968221624,168.4342849865,12.1332152416,59.887745773,3.8927034752,25.8438879992,72.6138917498,0.0100686273,3.07936,1.662
BMDS_CrSe2-CrSe2_491,2.7524446652,5413.9142167031,2.6666666667,626.1644556685,202.2992856775,8.9298228581,51.3775963625,3.7890977317,39.5881466101,92.8007834298,0.0655064354,3.14344,3.166
BMDS_TiAs2-TiAs2_457,3.2522977066,2508.7205762918,2,229.9414864286,182.774002033,7.5263957173,44.2195166209,3.5375613297,44.0575347527,88.4390332418,1.4798798229,4.26664,5.476
BMDS_Sn2O2-Sn2O2_657,1.0589436606,1734.8838389808,3,413.4161764294,373.7313058122,14.844699861,53.9406008389,5.3940600839,17.3219963461,204.2037031758,2.5660314399,2.35661,1.209
BMDS_TeTiS-STiTe_273,2.5183059004,5515.8930313806,2.6666666667,710.517960555,312.6279026442,10.9299160455,56.8414368444,3.6946933949,31.933255911,68.9202421738,0.0095564666,3.24333,2.116
BMDS_GeS2-GeS2_394,1.6670274551,2834.6992544128,3.3333333333,688.8363273748,127.4347205643,10.2731862094,55.10690619,3.5819489023,22.864069964,66.8171237554,0.0092648486,2.79188,1.711
BMDS_TeTaSe-SeTaTe_92,2.5773616635,10071.910078752,2.6666666667,702.4400805997,349.418911888,11.237707974,57.6361091774,4.2506630518,54.1366184928,104.1052222017,0.0734860392,3.47077,3.867
BMDS_SeTiS-SeTiS_196,2.1967012278,5130.6399215223,2.6666666667,675.6153301734,275.3773877416,10.134191201,54.7333938368,3.7971291974,26.28121554,82.6132163225,0.0394935645,3.11776,2.174
BMDS_SbTaAs-SbTaAs_200,3.2804510959,7729.136762631,2,305.3755775756,257.8502393436,9.8389643312,50.5588704595,4.3817687732,64.463198771,123.0265847849,1.2555452831,3.95315,5.984
BMDS_Zn2Se2-Zn2Se2_664,1.1126626211,814.6882450959,2,799.5983883315,159.9196776663,16.8142527495,65.6080728887,4.8385953755,15.9947878935,118.5045816553,0.0836502929,2.99111,1.951
BMDS_TiO2-TiO2_712,1.3198999118,6028.9872815276,2.6666666667,450.6877354975,409.134965558,10.2169531972,51.1418706948,2.0456748278,13.1577563645,16.9407446676,0.0008547085,1.82366,1.235
BMDS_CdCl2-CdCl2_675,1.4304756556,1724.423575163,3.3333333333,1424.0306368177,334.585994897,16.6490760707,69.365389186,4.0803170109,18.1615771457,59.5726283597,0.0003631482,2.93732,1.127
BMDS_BiWAs-BiWAs_36,3.3589203337,9511.5849715533,2,279.6164044039,213.1827196696,9.4605815006,49.5773766674,4.4619639001,77.1086385037,128.9011793351,0.9596527544,3.93035,4.189
BMDS_AsTaBi-BiTaAs_122,3.2545923142,9591.9810331378,2,318.6147545972,199.1342216233,10.569731442,52.4037425324,5.2403742532,69.211168136,167.6919761038,0.2749449692,3.86172,4.357
BMDS_NbTe2-NbTe2_413,3.0426498357,7441.9440971693,2.6666666667,698.1846988081,275.3094238202,11.6694225114,58.7326770816,5.0289854751,49.1856303401,139.4901080689,0.0862636195,3.7029,3.153
BMDS_OsH2-OsH2_527,1.5807082739,8847.3358658013,0,195.652493182,354.7545206048,6.2550989275,2.687534247,0.860010959,54.0636472447,12.1127168513,0.0048778747,2.19898,3.162
BMDS_BrAsTe-BrAsTe_228,1.8872370759,2308.1497438138,4,997.2266882482,56.1763285921,12.9988316549,63.9247877082,4.9202715388,36.5200483764,114.2897719632,0.0478854773,3.63364,1.484
BMDS_VSb2-VSb2_461,4.0492688846,4128.0834297973,2,333.0296664804,122.6272027738,9.0184682633,48.4054747791,4.5178443127,55.2347474964,138.7623610335,0.7841686914,4.15045,0.224
BMDS_ISbS-ISbS_12,1.8586970436,2108.0766591338,4,1011.2070146782,128.6470959708,14.444574718,67.3865740799,4.9008417513,30.4522553546,106.7975098297,0.0146616849,3.44933,1.217
BMDS_BiTaAs-BiTaAs_198,3.5752950845,8498.3859497695,2,290.7487266865,245.7273517505,10.2286679359,51.5511926749,4.6396073407,76.0311354971,134.0331009548,0.9978592529,4.0005,4.541
BMDS_TeCrS-SCrTe_253,2.9580259843,5861.6910977219,2.6666666667,654.3380475678,255.1918385514,9.269686553,52.3470438054,3.4025578474,38.2553941089,63.4707906141,0.0088008467,3.17511,2.506
BMDS_SbTaBi-SbTaBi_8,4.190023093,8550.8328672473,2,323.9166434896,206.6134968761,9.6176408848,49.987136341,4.8320898463,83.3814990336,151.627646901,0.5360287254,4.50266,4.951
BMDS_SbWAs-SbWAs_53,3.0640238507,8725.3315514151,2,292.9884395218,224.7538250195,9.056621506,48.5080197884,4.2040283817,65.7482716931,118.0361814851,1.2046158247,3.89021,1.841
BMDS_SeMoTe-TeMoSe_315,3.0277213169,7472.7535875082,2.6666666667,653.9785456229,230.3709913603,10.2384652913,55.013968086,4.7105710174,49.6451125897,130.6581742044,0.0808017656,3.48211,3.641
BMDS_BiMoSb-SbMoBi_127,4.0958693326,6717.2166572596,2,347.961951506,192.188287169,9.8455833811,50.5758650445,4.7204140708,67.9667649517,144.9841464608,0.8193290137,4.14548,1.312
BMDS_TeBiI-IBiTe_166,2.2362712655,696.6969975448,4,1305.3948186304,123.8179367265,16.9350898753,75.1751758696,6.0140140696,42.8719984345,145.4860756536,0.0198550906,3.77489,1.406
BMDS_BiNbAs-BiNbAs_226,3.5984849404,6634.515908045,2,290.3973747002,238.5652191686,10.2041492982,51.4888962234,4.6340006601,62.0307602283,133.871130181,0.9966534012,4.00693,3.928
BMDS_ZrSb2-ZrSb2_469,4.4560370239,4027.0925227795,2,339.4781561736,240.1347422546,9.3709502483,49.3427552578,4.6053238241,60.2089206142,141.449231739,0.7993526352,4.89933,4.184
BMDS_Co2Se2-Co2Se2_621,2.5869607456,4657.0388782161,2,712.8120731963,179.1168799314,13.3623334532,58.4871444674,4.3134269045,35.520061713,105.6424046942,0.0745711092,2.8358,3.358
BMDS_SAsI-IAsS_141,1.6258732254,2699.3716802489,4,1133.2639124077,3.838969893,12.7634217585,65.2624881807,5.2209990545,28.6333883503,126.302109479,0.0172369748,3.23637,1.533
BMDS_BrSbS-BrSbS_219,1.8042952451,2238.7273459995,4,1018.2385691966,163.0423938477,13.0505580011,64.0523690116,4.2895677429,30.0168064904,78.4156275172,0.0075892352,3.57125,1.519
BMDS_SZrTe-TeZrS_358,2.6002055718,5269.691907786,2.6666666667,713.2049189953,311.230327427,12.1766825856,59.9962076968,5.137175284,34.6300208681,142.4909932798,0.0881194301,3.39805,1.999
BMDS_AsTe2-AsTe2_474,2.5247849879,1357.7884882672,3.6666666667,703.030899081,33.2664463288,11.8321293769,59.1403490289,5.0638923856,47.1422725262,140.4583289436,0.0868623876,3.91709,2.022
BMDS_IZrCl-IZrCl_208,2.7563062214,6720.8742817119,3.3333333333,1170.9340542464,396.2490279816,11.4448176332,61.8003071164,4.2896683763,37.1029489388,86.3386643538,0.0083230472,3.63916,2.087
BMDS_CaBr2-CaBr2_671,1.6419043822,3956.1949417898,3.3333333333,1512.2243029969,465.873167898,21.7037649427,79.1984385427,5.4507160644,14.6616733044,97.8333652586,0.0056836526,3.06495,0.251
BMDS_Al2Te2-Al2Te2_574,2.3524142301,871.1868435857,2.5,786.0145991651,20.6628443524,14.7901919188,66.1211019277,5.6616193526,30.6902053183,157.0376170782,0.0971153685,5.10168,1.618
BMDS_ScTe2-ScTe2_543,3.2030204093,4087.4212005316,2.6666666667,712.3605039136,228.4647252299,12.148044463,59.9251738308,5.1310930093,39.7667675675,142.3222878482,0.0880150991,4.01996,1.912
BMDS_WS2-WS2_563,2.1545412429,10521.6895836233,2.6666666667,636.3976473776,334.1087648732,8.768736848,50.9118117902,3.3092677664,47.4835378177,61.7305717956,0.0085595484,3.14011,2.767
