bilayers,density,packing_fraction,mean_wt_CN_3,std_dev_wt_CN_3,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,min_MeanBondLength,max_MeanBondLength,mean_BondLengthVariation,lattice_constant,Area,static_dielectric_constant,layer_thickness,avg_surf_NN_thickness,mean_surf_Z,mean_surf_period,mean_surf_group,mean_surf_mass,mean_surf_kai_P,mean_surf_kai_A,mean_surf_EA,mean_surf_IE1,mean_surf_Rvdw,mean_surf_Rcov,mean_surf_MP,mean_surf_BP,mean_surf_Cp_g,mean_surf_Cp_mol,mean_surf_rho,mean_surf_E_fusion,mean_surf_E_vapor,mean_surf_Thermal_Cond,mean_surf_Ratom,mean_surf_Mol_Volume,mean_surf_Elemental_polarizability,mean_surf_Z_NN,mean_surf_period_NN,mean_surf_group_NN,mean_surf_mass_NN,mean_surf_kai_P_NN,mean_surf_kai_A_NN,mean_surf_EA_NN,mean_surf_IE1_NN,mean_surf_Rvdw_NN,mean_surf_Rcov_NN,mean_surf_MP_NN,mean_surf_BP_NN,mean_surf_Cp_g_NN,mean_surf_Cp_mol_NN,mean_surf_rho_NN,mean_surf_E_fusion_NN,mean_surf_E_vapor_NN,mean_surf_Thermal_Cond_NN,mean_surf_Ratom_NN,mean_surf_Mol_Volume_NN,mean_surf_Elemental_polarizability_NN,Y_Corr
BMDS_TeTiSe-SeTiTe_76,34.629014002,2.4063830249,0.7422754459,0.3572993048,2,2.6666666667,7.3333333333,0.6879055779,1.1619888931,0.3190074472,3.6477700328,11.5234386022,21.942237,3.28016,2.5413995169,124.0241811135,14.591080131,58.364320524,288.027921786,9.3018135835,8.8786722597,711.3151563864,3432.5516008187,6.9307630622,4.3043686386,1801.998396179,3494.5636913755,1.1709341805,92.5183913407,17.5786037878,19.6979581769,96.009307262,0.0744145087,375.7203133734,5.97687119866251E-05,105.4205539465,43.773240393,0,43.773240393,113.4201136283,3.6842477331,3.8447496145,683.5921041375,1029.4007032423,0.7660317069,1.0943310098,5278.3232373907,9491.4976252181,0.7404973166,1.1052743199,1.1381042502,48.5153414356,1455.0225106637,0.7244471285,266.2872123908,2.10257464687768E-05,259.3564493286,0.023
BMDS_ISbSe-SeSbI_295,38.57457234,2.1721487671,0.7233964238,0.3911765288,2,4,10,0.7343759823,1.1409256898,0.2917609047,4.0540494595,14.2335877894,5.18592,3.86007,2.8404126489,137.8376816234,16.216197838,64.8647913522,320.1077453231,10.3378261218,9.8675563845,790.5396446048,3814.8605414008,7.7026939731,4.7837783622,2002.7004329989,3883.7793822125,1.3013498765,102.8228564416,19.5364643454,21.8918670814,106.7025817744,0.082702609,417.5670943297,6.64256003941041E-05,117.1620293799,68.9188408117,4.0540494595,4.0540494595,173.5133168671,2.0270247298,1.8243222568,372.1617403832,433.7832921678,0.6486479135,0.8918908811,1661.2683875188,3656.7526124798,0.4621616384,0.5391885781,7.613504885,57.972907271,168.8511599887,0.9024314097,121.6214837854,7.28107282928356E-06,57.1620973791,0.063
BMDS_ZrTe2-ZrTe2_571,42.4339597846,2.8463816864,0.6666666667,0.4714045208,2,2.6666666667,7.3333333333,0.7295799259,1.1352100371,0.2980351591,3.9287725952,13.3670877712,10.1765,3.73186,2.9371369604,204.2961749488,19.6438629759,62.8603615227,498.5789218038,8.2504224499,8.4782912604,747.2525476013,3415.2820169813,8.0932715461,5.3824184554,2839.1668036256,4954.1822425094,0.7936120642,101.0873188737,24.5155409939,68.7535204155,198.9137564935,0.092326156,483.2390292059,8.03394707986313E-05,149.2933586165,47.145271142,0,47.145271142,140.180570582,3.0251548983,3.2923114348,585.7799939398,900.474678813,0.6678913412,1.0607686007,5521.2612788962,13440.3310480766,0.2985867172,1.4536458602,1.0646973733,13.7507040831,2121.0264609544,0.7995052231,326.0881253991,2.52934379677045E-05,290.7291720426,0.076
BMDS_TeBiCl-ClBiTe_323,41.1640085973,2.1882216144,0.789017206,0.2976512605,2,4,6.6666666667,0.7207689958,1.1401236133,0.286504551,4.1868940422,15.181527701,4.215536,3.69098,3.0300074004,71.1771987175,12.5606821266,71.1771987175,148.4379544784,13.2305851734,12.0121990071,1461.2260207303,5238.6418256094,7.3270645739,4.1868940422,718.4710176427,1001.1282344321,2.0055222462,142.1408658389,13.4566774517,13.3980609351,42.7063192305,0.0003726336,330.7646293344,0.0461856282,61.1286530162,276.3350067857,12.5606821266,8.3737880844,726.5408372197,4.7730592081,3.5965419823,1079.381284081,2295.2553139379,1.3398060935,2.0934470211,1560.8740989348,6690.1961211022,1.4947211731,35.2913298818,27.4911462811,32.239084125,706.7477143245,0.3291359276,267.9612187012,0.0460961626,139.8422610097,0.134
BMDS_SHfTe-TeHfS_178,42.2079635882,2.3513384067,0.7538623593,0.3480911897,2,2.6666666667,4,0.6678667519,1.175714597,0.3182054579,3.8017608836,12.5172219761,7.73523,3.19292,2.905457032,197.6915659481,19.0088044181,60.8281741379,482.460564055,7.9836978556,8.2041999868,723.094920064,3304.8707361283,7.8316274203,5.2084124106,2747.3805201547,4794.020474241,0.7679556985,97.8193075355,23.7229879138,66.5308154633,192.4831535375,0.0893413808,467.6165886849,7.7742208309084E-05,144.4669135774,76.0352176723,3.8017608836,45.6211306034,196.1157360618,3.0414087069,3.7941573618,723.094920064,801.4111942665,0.6462993502,1.0264754386,6779.8322541896,13743.3655942755,0.2205021312,0,26.8784494472,30.4140870689,2320.7469137952,0.7850636225,323.1496751074,2.67986124686162E-05,247.1144574351,0.075
BMDS_IAsS-IAsS_21,28.6333883503,1.6258732254,0.7305891504,0.3810044774,2,4,6.6666666667,0.668876581,1.1778067267,0.3222806148,3.838969893,12.7634217585,5.667206,3.23637,2.76230265,132.4444613078,15.3558795719,63.3430032342,306.4745639813,10.0581011196,9.4976115152,950.5289455018,3854.3257725519,7.2556530977,4.6067638716,1488.0039253685,2255.9130730613,1.7697651207,148.0498739228,13.2444461308,18.2159121422,59.3120848465,0.0137819019,389.6554441375,8.0712422514958E-05,100.3890627014,71.0209430201,3.838969893,5.7584548395,183.3779943629,1.6891467529,1.0096490819,651.0892938494,218.8212838999,0.3455072904,0.6142351829,2696.4732579797,1149.253222012,0.9482255636,60.9052573521,8.7413344463,88.1235538934,65.070539686,1.9133809844,51.8260935552,3.0491E-05,25.9130467776,0.014
BMDS_AsTe2-AsTe2_364,43.6219640681,2.336248851,0.6666666667,0.4714045208,2,3.6666666667,10,0.7156848529,1.1421575736,0.2973557144,3.8417079517,12.781502826,10.915383,3.59939,2.8563048663,199.7688134876,19.2085397584,61.467327227,487.5300267546,8.0675866985,8.2904057597,730.6928524105,3339.5967223998,7.9139183805,5.2631398938,2776.2486683647,4844.3937270748,0.7760250062,98.8471455969,23.9722576185,67.2298891545,194.5056735938,0.0902801369,472.5300780573,7.85590859040066E-05,145.984902164,72.992451082,3.8417079517,3.8417079517,199.7031202816,0.3073366361,0.2036105214,431.0396321791,298.5007078459,0.8067586699,0.6530903518,1411.212998972,1436.7987739302,0.4878969099,4.1874616673,1.9707961792,39.1854211072,70.0343359592,1.8382572549,34.5753715652,2.83018624800634E-05,30.7336636135,0.117
BMDS_Bi2Te2-Bi2Te2_577,45.5334705699,2.3341972062,0.5,0.5,2,3.5,10,0.7450892678,1.2549107322,0.2767558664,5.2371941901,23.7532583521,7.95871,4.05767,3.0626381688,272.3340978878,26.1859709508,83.7951070424,664.6235101039,10.9981077993,11.3018650623,996.1143349665,4552.6929094974,10.7886200317,7.1749560405,3784.7107534538,6604.1018737792,1.0579132264,134.7530065126,32.6800917465,91.6508983276,265.1591418473,0.1230740635,644.1748853885,0.0001070954,199.0133792257,162.3530198947,5.2371941902,5.2371941902,429.8474266313,0.4189755352,0.7751047401,518.4822248249,870.9453938219,0.0523719419,0.6808352447,933.5822363361,3016.6238535264,0.4189755352,1.0998107799,18.5396674331,34.565481655,672.2986181896,0.2890931193,104.743883803,4.813E-06,52.3719419015,0.191
BMDS_Tl2Te2-Tl2Te2_616,55.6968401317,4.0640660725,0.713326551,0.286673449,2,2.5,10,0.7659733454,1.2340266533,0.2757121996,4.5348723334,17.8096389793,6.855981,5.6929,2.9623083792,235.8133613358,22.6743616669,72.5579573341,575.4957060316,9.5232319001,9.7862544954,862.5327178091,3942.1645194081,9.3418370068,6.2127750967,3277.1708404411,5718.4740123935,0.9160442113,116.6822651379,28.2976033603,79.3602658342,229.6005862391,0.1065694998,557.7892970059,9.27336043453081E-05,172.3251486685,131.511297668,4.5348723334,13.6046170001,351.3564665436,2.17673872,1.673367891,775.4631690082,1269.3107661134,0.4534872333,0.3174410633,660.5495040803,2199.4130816898,0.3310456803,2.6755746767,25.4406337903,60.313802034,505.4568702786,1.9840066459,149.6507870016,1.47338002111549E-05,54.4184680006,0.301
BMDS_ISbSe-ISbSe_235,38.57457234,2.1721487671,0.7233964238,0.3911765288,2,4,10,0.7343759823,1.1409256898,0.2917609047,4.0540494595,14.2335877894,5.18592,3.86007,3.043849408,176.3511514888,18.2432225678,66.8918160819,418.7022281784,10.560798842,9.7155295297,993.6475225264,3951.4820081864,7.8648559515,5.1486428136,1785.5047332056,2869.0508024967,1.0844582304,161.7423842614,19.7817343377,26.6756454436,95.7161077391,0.0504526455,441.8913910868,8.5285E-05,125.2701282989,38.5134698654,2.0270247298,6.0810741893,98.5944828553,2.24999745,1.672295402,575.2696183048,570.4047589533,0.4864859351,0.5270264297,1878.4640873122,4671.4811921957,0.2452699923,59.4587163979,7.3682348927,53.1891289088,179.837634024,0.9346813731,97.2971870283,1.88594380856498E-05,49.0539984601,0.013
BMDS_AgI2-AgI2_667,35.5966051611,2.3794349615,0,0,1.6666666667,3.3333333333,10,0.7051348135,1.1474326379,0.3276960778,4.0079977844,16.0641475773,22768.303844,3.8272,2.7708982212,212.4238825748,20.0399889222,68.1359623353,511.4205172934,10.6612741066,9.4548667735,1183.160945964,4041.6649658202,7.9358356132,5.4508769868,1550.4939429071,1833.2581865987,0.8577115259,218.1553194066,19.7995090551,31.1020628072,83.7671536946,0.0179959101,460.9197452096,0.0001029615,131.8631271078,24.0479867066,0,24.0479867066,79.0850106828,2.9258383826,1.9599109166,679.7564242395,1111.8185854012,0.521039712,0,3399.1027610203,7926.2164184908,0.0841679535,116.5525755713,22.2443877036,14.1883121569,920.7573310173,17.1763145852,200.3998892216,6.1747213866944E-05,88.5767510359,1.117
BMDS_MgCl2-MgCl2_406,14.0268099161,1.9975136951,0.6666666667,0.4714045208,2,3.3333333333,0,0.6487501004,1.1756249499,0.2908990499,3.6657415904,11.6370991435,1.632079,2.74357,2.5221050824,62.317607036,10.9972247711,62.317607036,129.9615366028,11.5837434255,10.5170126227,1279.3438150329,4586.5758778484,6.4150477831,3.6657415904,629.0412569044,876.5154716691,1.7558902218,124.4482612509,11.7816934714,11.7303730891,37.3905642216,0.000326251,289.5935856378,0.0404367955,53.5198272191,18.3287079518,0,54.9861238553,40.8656872492,6.7816219422,5.7772087464,1279.3438150329,1882.3583066458,0.0733148318,1.4662966361,2754.4382309905,4119.8903159807,1.9941634252,33.2849336404,5.4106345874,20.1615787469,430.3580627073,5.7182306299,241.9389449632,0.0403855338,207.4809740139,0.044
BMDS_Ga2S2-Ga2S2_600,27.4753680838,2.1768529178,0.7693499717,0.2306500283,2,2.5,5,0.7502674923,1.2497325078,0.2987375261,3.6285898675,11.4026162707,3.318572,4.6416,2.3589542175,58.0574378793,10.8857696024,58.0574378793,116.3507341,9.361761858,9.3944191668,725.7179734914,3627.13843151,6.5314617614,3.7737334622,1409.1991609256,2604.8558081514,2.5690416262,82.3689899913,7.1120361402,6.2774604707,36.2858986746,0.0097609067,319.3159083362,5.93637302315965E-05,70.3946434287,54.4288480119,3.6285898675,10.8857696024,136.6454372287,2.7940141979,3.0226153596,620.8517263219,1526.9106162259,0.2540012907,0.6894320748,310.0630041742,6383.1612935396,1.2155776056,12.0832042586,14.3111584373,14.0063568884,892.8508227865,1.4634465794,174.1723136379,1.65137124867968E-05,111.0348499442,0.029
BMDS_TeWS-TeWS_214,58.7770787569,2.6780117968,0.6708611191,0.3798332228,2,2.6666666667,4.6666666667,0.7302942088,1.1395060646,0.3161197132,3.3627923352,9.7931252298,6.686788,3.38764,2.5816659762,114.3349393958,13.4511693407,53.8046773627,267.2907080629,7.8689340643,7.9815876075,656.0807845917,3142.3612975996,6.4901892069,4.0521647639,1868.0647701103,3327.2644341489,1.5300705125,81.4300163961,13.7874485742,32.3332483027,101.9430496407,0.0440357656,354.7745913604,6.18905115326363E-05,96.5121400194,134.5116934068,6.7255846703,33.6279233517,350.9250348348,0.8070701604,3.0382828748,391.7653070473,553.0111995187,0.8406980838,0.9920237389,10557.4529083429,16271.0892952218,1.0861819243,5.0946303878,50.9463038778,85.3644834283,1319.1057353555,5.8072228976,294.2443293274,2.97758447317628E-05,132.1577387722,0.003
BMDS_TiSb2-TiSb2_553,55.4540638917,4.2444008147,0.5172126189,0.3657245501,2,2,7.3333333333,0.822128039,1.0889359826,0.2786909095,3.2004354157,8.8702809149,15.331553,4.60814,2.9534712352,163.2222062024,16.0021770787,48.006531236,389.6850162197,6.5608926023,6.3496638648,330.2849349036,2669.1631367213,6.5928969564,4.480609582,2892.4895200312,5952.8098732634,0.6624901311,80.7469855389,21.4333159792,63.0485776899,217.5335952074,0.777705806,425.6579102925,5.81871162934417E-05,137.6187228765,92.8126270563,3.2004354157,35.2047895731,236.4897741748,1.632222062,1.9330629911,305.9616257441,560.7162848364,0.1600217708,0.2560348333,3319.5556219066,5440.7402067461,1.0145380268,0.5440740207,7.0089535605,3.2004354157,1143.2915435623,0.07681045,137.6187228765,2.41952917429415E-05,182.4248186968,0.201
BMDS_SbTiAs-AsTiSb_112,40.4574330021,3.0520941065,0.7225693891,0.2882543403,2,2,7.3333333333,0.755036841,1.1287435197,0.3214547996,3.3867649346,9.933219987,78.192762,3.81332,4.2114192871,111.7632428414,13.5470597384,50.8014740188,253.7418477233,7.3831475574,7.4881372704,264.1676648979,3207.2663930558,6.265515129,4.0641179215,3691.573778702,3004.0604969805,1.1142456635,83.4498879883,19.3960027804,93.8133886881,109.7311838807,1.7001559972,386.0912025431,4.43056588742933E-05,101.6029480377,37.2544142805,0,37.2544142805,91.6275705993,2.1675295581,2.8144016606,238.4282513951,976.0656541486,0.880558883,0.9482941817,2882.1369593352,9052.8226701564,0.6604191622,1.4224412725,4.1318532202,30.4808844113,1330.3212663066,0.9584544765,209.9794259445,8.33482850402353E-06,237.0735454212,0.509
BMDS_SbZrBi-SbZrBi_9,68.1968967415,4.4309609447,0.5342674404,0.3543394416,2,2,7.3333333333,0.8226585365,1.0892149807,0.2839112202,3.342583775,9.6760985361,48.670065,4.96685,3.1452710584,223.9531129271,18.3842107627,50.1387566255,552.7637473936,6.8021579822,6.6751397987,324.899142933,2568.7756311113,6.9024354954,4.8467464738,2420.3314856622,6178.7661081448,0.549855031,84.8180632914,27.5378764306,51.141531758,412.7589574597,0.5376546002,461.2765609543,6.60979228593505E-05,152.0875617639,90.2497619258,1.6712918875,36.7684215253,247.8398851002,2.3565215614,2.2629292157,187.5189497792,429.187756714,0.5515263229,0.6350909173,4692.6867876038,9471.2111265503,0.3793832585,0.4846746474,5.7743134714,19.0527275177,1561.0367616961,0.2745932571,227.2956967021,1.9265E-05,222.2818210396,0.036
BMDS_TeZrS-TeZrS_15,31.0273505776,2.3296979853,0.7575344525,0.3428980657,2,2.6666666667,4,0.6692280249,1.1755702687,0.3174380025,3.8288182972,12.6958688425,9.004983,3.2203,2.7472405401,130.1798221048,15.3152731888,61.2610927552,304.3326651484,8.9594348154,9.0877002284,747.0024497837,3577.8392578185,7.3896193136,4.6137260481,2126.9468522776,3788.3668318901,1.7421123252,92.7148350667,15.6981550185,36.8140879276,116.0706266796,0.0501383756,403.9403303546,7.04674863508174E-05,109.8870851296,68.9187293496,3.8288182972,45.9458195664,181.5616064487,3.8671064802,4.0336600761,589.6380177688,1127.0126657808,1.1486454892,1.6655359593,6020.778484164,14138.1604356003,0.9686910292,5.8006597203,9.2312809145,43.5910963136,2144.846577817,0.8190033779,384.7962388686,1.68219131887482E-05,318.9405641568,0.055
BMDS_SbMoBi-BiMoSb_67,67.9667649517,4.0958693326,0.5514852317,0.3727888618,1.6666666667,2,8.3333333333,0.7769821013,1.1125985074,0.3125794537,3.3717243363,9.8455833811,151.846249,4.14548,2.9015328493,279.8531199127,20.2303460178,50.5758650445,704.6243004893,6.8108831593,6.777165916,307.5012594704,2370.3222084175,6.9794693761,5.0575865044,1835.5667286806,6193.8576057794,0.411350369,86.0464050623,32.975464009,36.7517952656,603.5386561973,0.2653547053,482.1565800906,7.2047E-05,161.8427681423,138.2406977882,3.3717243363,30.3455190267,381.1410676649,0.4720414071,1.8207311416,65.0742796906,63.0512450888,0.3371724336,0.1348689735,7928.9469492384,10368.0523341163,0.4349524394,4.922717531,1.6858621681,84.6302808411,1387.127391953,4.3876248788,158.471043806,4.05787023873464E-05,131.4972491156,0.221
BMDS_SeHfS-SHfSe_71,38.014727282,2.0684040427,0.684221034,0.4465788965,2,2.6666666667,4,0.6571476287,1.1753165891,0.3077697431,3.7056180256,11.89206342,4.509481,3.01327,2.5497755366,59.2898884098,11.1168540768,59.2898884098,118.8206419912,9.5604945061,9.5938450683,741.123605122,3704.1357783998,6.6701124461,3.8538427466,1439.1138164259,2660.1520120447,2.6235775621,84.1175291813,7.2630113302,6.4107191843,37.0561802561,0.0099681125,326.0943862537,6.06239108989796E-05,71.8889896968,207.5146094342,11.1168540768,44.4674163073,542.5951193999,4.7431910728,5.2953281586,741.123605122,1263.9863085356,1.593415751,2.2233708154,7847.1649557528,15408.4414808297,2.0899685664,11.2280226176,42.0587645907,88.0825404687,2412.6167279339,0.8423240334,444.6741630732,1.09686293558056E-05,309.789666941,0.013
BMDS_Bi2W-Bi2W_373,100.3245059254,4.4796102263,0.5524241373,0.3906228536,2,2,8,0.7862454142,1.106877293,0.2982501137,3.417991783,10.1175936167,34.998568,4.21769,2.8881579028,283.6933179894,20.507950698,51.2698767451,714.2932900091,6.9043434017,6.8701634838,311.7208506101,2402.8482234525,7.0752429908,5.1269876745,1860.7547266679,6278.8509053802,0.4169949975,87.2271503023,33.4279596378,37.2561104348,611.8205291579,0.2689959533,488.7728249697,7.30356484192508E-05,164.0636055842,30.761926047,0,30.761926047,85.9296806215,1.1621172062,1.8457155628,43.0666964659,229.0054494613,0.3759790961,0,10768.7249115356,13641.205205973,0.0341799178,4.2724897288,32.3683821851,82.3736019704,832.5544385044,5.6783097491,170.8995891503,4.03938268915531E-05,68.3598356601,0.792
BMDS_ZnI2-ZnI2_466,36.6907381689,2.3045546912,0.6666666667,0.4714045208,2,3.3333333333,10,0.6676380668,1.1661809667,0.2751761183,4.099210605,14.5523994682,2.872078,3.25718,2.8728878312,217.2581620644,20.4960530249,69.6865802848,523.0592731966,10.9039002093,9.6700378172,1210.0869705928,4133.6439740709,8.1164369979,5.5749264228,1585.77962254,1874.978930722,0.8772310695,223.1200332296,20.2501003886,31.8098742947,85.6735016443,0.0184054556,471.4092195737,0.0001053046,134.8640289041,94.2818439147,4.099210605,20.4960530249,255.0118917364,4.140202711,3.1522929552,1210.0869705928,418.1194817089,0.1229763181,0.6558736968,1253.6615793238,2962.0895831651,0.7132626453,119.0410759689,9.018263331,1.680676348,386.965481111,4.7366788462,110.6786863347,6.77517528792582E-05,23.6524451908,0.05
BMDS_SeTiTe-TeTiSe_359,37.6414173636,2.6157160517,0.7182640549,0.326565463,2,2.6666666667,7.3333333333,0.7182981172,1.1462264074,0.3078013251,3.6240256019,11.3738691499,14.084605,3.38382,2.8335337657,188.4493312965,18.1201280093,57.9844096297,459.9051569906,7.6104537639,7.8206472488,689.2896694728,3150.3654556926,7.4654927398,4.9649150745,2618.9383414365,4569.8962839392,0.7320531716,93.2461787357,22.6139197556,63.4204480325,183.4844162219,0.0851646016,445.7551490282,7.41076995323329E-05,137.7129728705,108.7207680557,3.6240256019,43.4883072223,286.4339235066,2.029454337,2.8194919182,661.7470748987,762.8573891905,0.1812012801,0.3986428162,4415.295351764,8331.6348586647,1.1669362438,2.4280971532,6.280436368,4.3488307222,1357.4512696868,0.7084970052,192.0733568983,3.56169236150309E-05,224.689587315,0.084
BMDS_TeHfS-TeHfS_224,47.3598766276,2.6383432742,0.7641674926,0.3281172903,2,2.6666666667,4,0.7129044734,1.1513958101,0.3103873612,3.718149954,11.9727071193,10.205337,3.38234,2.7432947666,126.4170984373,14.8725998162,59.4903992646,295.5362195593,8.7004708925,8.8250289159,725.411056033,3474.4252245518,7.1760294113,4.4803706946,2065.4694809682,3678.8676997746,1.6917582291,90.0350011371,15.2444148116,35.7500118081,112.7157158567,0.0486891736,392.2648201511,6.84306908291108E-05,106.7109036809,141.2896982535,7.4362999081,44.6177994485,368.1163657371,3.8668759522,4.5119749692,725.411056033,1026.0234798171,1.1154449862,1.61739523,7252.2143038535,14450.8314761196,1.1563446357,5.6329971804,34.2441610767,59.0628120199,2345.2416742599,0.8064853158,381.110370289,1.86074814449882E-05,276.2585415851,0.005
BMDS_TeHfSe-TeHfSe_194,51.8632924006,2.7143215703,0.7304556953,0.3730907549,2,2.6666666667,7.3333333333,0.7212909167,1.1440555362,0.3016980682,3.7882332114,12.4282512757,8.723982,3.51669,2.8101712109,162.8940280888,17.0470494512,60.6117313819,389.9313679708,8.8076422164,8.6977834533,729.6137165095,3428.9192912698,7.5007017585,4.8299973445,2304.4959094715,4203.0447480128,0.9906229848,96.7760997342,20.9470355423,43.3752702702,145.7522728074,0.083151719,428.0703528846,6.97678910537645E-05,126.7164009203,109.8587631297,5.6823498171,45.4587985364,286.2303779262,3.8829390417,4.3034329281,729.6137165095,934.3677215839,0.9470583028,1.3827051221,7188.8165182167,14268.3803906176,0.4451174023,0.6951407943,29.474348501,53.2246766197,2358.5350562317,0.7881419196,359.88215508,1.90055660214333E-05,263.4716198506,0.129
BMDS_TeTiSe-TeTiSe_16,34.629014002,2.4063830249,0.7422754459,0.3572993048,2,2.6666666667,7.3333333333,0.6879055779,1.1619888931,0.3190074472,3.6477700328,11.5234386022,21.942237,3.28016,2.6748528751,156.8541114083,16.4149651474,58.364320524,375.4731769536,8.4810653261,8.3752799952,702.5605083078,3301.7790451446,7.2225846648,4.6509067918,2219.0479440234,4047.2008513372,0.9538918636,93.1877571417,20.1703443961,41.766966875,140.3479520101,0.0800685522,412.1980137009,6.7181E-05,122.0179075955,76.6031706878,1.8238850164,43.773240393,200.8653687959,2.8634994757,3.34135735,674.8374560589,898.6281475682,0.4742101043,0.7477928567,4861.2736895463,8938.8604652563,0.9575396336,1.7746401209,3.7298448585,26.4463327374,1410.6838659156,0.718793085,229.8095120633,2.8438E-05,242.7590956796,0.182
BMDS_PtS2-PtS2_431,40.9907271855,1.779254422,0.6666666667,0.4714045208,1.6666666667,2.6666666667,3,0.6351078352,1.1824460825,0.2962594234,3.5711388804,11.044432796,5.277359,2.45437,2.3993740175,57.1382220861,10.7134166411,57.1382220861,114.5085681994,9.2135383114,9.2456785613,714.227776076,3569.7104248279,6.4280499847,3.7139844356,1386.8874955844,2563.6134680584,2.5283663273,81.0648525846,6.9994322055,6.1780702631,35.7113888038,0.0096063636,314.2602214734,5.84238320830168E-05,69.2800942794,221.4106105836,10.7134166411,21.4268332823,582.1420623074,1.0713416641,3.1033196871,18.927036066,462.8195988972,1.1784758305,0.9284961089,5903.2354148234,12070.9136637389,2.0534048562,11.284798862,68.3158867817,65.2447073445,1787.1764526862,2.5473290748,317.8313603538,2.53907974395018E-05,102.1345719789,0.272
BMDS_IAsSe-SeAsI_243,37.1105921488,1.9289523592,0.7239863663,0.3903422242,2,4,10,0.7291841174,1.1431403427,0.3023283322,3.8259738283,12.6769365404,6.369508,3.66428,2.6796253235,130.0831101605,15.303895313,61.215581252,302.0988934786,9.756233262,9.312420298,746.0648965088,3600.2413723833,7.2693502737,4.5146491173,1890.0310711555,3665.2829274635,1.2281375989,97.0381742059,18.4373678783,20.6602586726,100.6996311595,0.0780498661,394.0753043098,6.26885811758762E-05,110.5706436364,3.8259738283,0,3.8259738283,15.450812708,1.4156103165,0.8531921637,447.6389379053,22.9558429695,0.1912986914,0.0765194766,2280.280401637,271.6441418058,0.0306077906,2.7661790778,3.4739842361,85.31921637,23.2619208758,1.8425889957,42.0857121108,1.26371915547098E-05,4.2085712111,0.12
BMDS_BiHfSb-SbHfBi_144,83.2889276706,4.4841700117,0.5354049353,0.3535534345,2,2,7.3333333333,0.8225032291,1.0893054599,0.2850299976,3.3173690008,9.5307960966,46.272595,4.94831,3.085890399,169.185819043,16.5868450042,49.7605350127,403.9228495428,6.8006064517,6.5816600977,342.3524808871,2766.6857467039,6.8337801417,4.6443166012,2998.1717555828,6170.3063415698,0.6866953832,83.6972198913,22.2164201987,65.3521693166,225.4815709874,0.8061206672,441.2100771123,6.03130858043448E-05,142.6468670363,69.6647490177,3.3173690008,36.4910590093,188.1943434179,2.4880267506,2.7335120567,342.3524808871,582.1982596481,0.5639527301,0.7961685602,5315.1549605323,10005.1849065455,0.2089942471,1.6586845004,21.9377612026,19.2407402049,1967.5315544006,0.043125797,248.8026750633,1.58603411930352E-05,199.0421400506,0.141
BMDS_IZrBr-BrZrI_250,42.0477790078,2.8431372232,0.6944453475,0.428523322,2,3.3333333333,7.3333333333,0.7435093153,1.130378681,0.2998818365,3.7022465182,11.8701454687,5.981683,3.76336,2.7845817785,129.5786281367,14.8089860728,62.9381908092,295.8243057895,10.9586496938,9.9405319013,1201.7492198045,4220.1908060848,6.8491560587,4.3316284263,984.0571245349,1229.1458440391,1.7548648496,280.2230389618,11.5510091368,21.4730298055,54.5155799803,0.0045167408,348.0111727099,9.48145333308459E-05,77.747176882,18.511232591,3.7022465182,48.1292047365,41.9094305859,6.0346618246,5.0535664973,1049.5868879069,1850.3828097914,1.4068536769,1.7400558635,6894.3234661734,16104.7723541265,0.7256403176,186.3340672605,12.5543179432,56.2741470765,2131.6609890109,0.8358932189,414.6516100373,4.29423573644858E-05,336.9044331553,0.095
BMDS_SbMoBi-SbMoBi_7,67.9667649517,4.0958693326,0.5514852317,0.3727888618,1.6666666667,2,8.3333333333,0.7769821013,1.1125985074,0.3125794537,3.3717243363,9.8455833811,151.846249,4.14548,2.8440596068,225.905530532,18.5444838496,50.5758650445,557.5827278385,6.8614590244,6.7333334996,327.7316054882,2591.170152445,6.9626107545,4.8890002876,2441.43187467,6232.6324356469,0.5546486533,85.5575050336,27.7779509446,51.5873823454,416.3573796678,0.5423418595,465.2979584091,6.66741628881248E-05,153.4134573016,84.2931084075,1.6858621681,30.3455190267,234.099495014,0.421465542,1.7768987252,85.3046257083,283.8991891163,0.3540310553,0.1685862168,7323.081803249,10329.2775042489,0.2916541551,4.4338175022,6.8833752326,69.7946937614,1574.3086684826,4.1106377246,175.3296654875,3.52058596574556E-05,139.9265599564,0.424
BMDS_BrSbTe-BrSbTe_57,33.2007109101,1.8602354265,0.7800079954,0.3111156765,2,4,10,0.6754217561,1.1633019344,0.281432066,4.2371635886,15.5480261597,4.865566,3.51378,3.0119423559,184.3166161029,19.0672361486,69.9131992115,438.1407230037,10.7200238791,10.2602916297,1090.6459076987,4256.6545410804,8.2836548157,5.3811977575,2094.1333603804,3374.9007982984,1.4321612929,214.8665655765,19.8299255945,49.3629558069,138.4599131656,0.052371342,459.7322493602,9.75797588630419E-05,124.9963258629,36.0158905029,2.1185817943,6.3557453829,99.5744036224,2.0338385225,1.85375907,653.370625358,722.8601082106,0.4449021768,0.5508312665,1735.3303477001,4506.2234764474,0.576254248,107.9629282368,8.5463589582,34.109166888,149.5400959497,0.9772594101,103.81050792,2.05438876591962E-05,57.2017084457,0.029
